cycle,p1Fitness,p2Fitness,averageTotalFitness
1,134,132,201.0
2,124,134,193.5
3,108,106,183.0
4,98,98,174.0
5,96,98,168.0
6,98,90,163.5
7,88,98,159.0
8,82,140,154.5
9,90,88,153.0
10,82,88,150.0
11,88,86,147.0
12,100,78,148.5
13,96,74,147.0
14,82,84,145.5
15,94,72,145.5
16,68,76,142.5
17,78,72,141.0
18,74,76,139.5
19,74,76,138.0
20,90,76,138.0
21,74,76,136.5
22,84,76,136.5
23,86,102,135.0
24,80,100,135.0
25,98,106,135.0
26,90,96,135.0
27,88,80,135.0
28,80,76,135.0
29,60,76,133.5
30,68,64,132.0
31,62,66,130.5
32,66,62,129.0
33,76,66,129.0
34,68,68,129.0
35,64,66,127.5
36,100,74,127.5
37,70,66,127.5
38,62,64,126.0
39,68,64,126.0
40,74,64,126.0
41,64,84,124.5
42,72,68,124.5
43,78,64,124.5
44,64,84,123.0
45,62,78,123.0
46,70,62,123.0
47,68,64,121.5
48,86,86,121.5
49,64,72,121.5
50,66,82,121.5
51,64,70,120.0
52,68,68,120.0
53,66,80,120.0
54,66,68,120.0
55,66,74,118.5
56,64,76,118.5
57,70,68,118.5
58,72,64,118.5
59,64,62,117.0
60,60,62,117.0
61,64,58,117.0
62,60,60,117.0
63,52,50,115.5
64,50,52,115.5
65,48,56,114.0
66,48,46,114.0
67,44,44,112.5
68,44,42,112.5
69,56,46,112.5
70,46,54,111.0
71,44,48,111.0
72,44,50,109.5
73,44,60,109.5
74,44,54,109.5
75,46,44,108.0
76,42,44,108.0
77,52,44,108.0
78,44,48,106.5
79,42,44,106.5
80,40,48,105.0
81,50,44,105.0
82,44,52,105.0
83,44,46,103.5
84,58,46,103.5
85,44,62,103.5
86,50,52,103.5
87,60,54,103.5
88,48,50,102.0
89,48,44,102.0
90,64,48,102.0
91,48,50,102.0
92,60,48,102.0
93,52,52,102.0
94,56,48,102.0
95,48,50,100.5
96,48,48,100.5
97,46,50,100.5
98,46,46,100.5
99,46,52,99.0
100,52,46,99.0
101,66,46,99.0
102,46,68,99.0
103,56,64,99.0
104,54,68,99.0
105,56,54,99.0
106,50,58,99.0
107,44,46,97.5
108,52,52,97.5
109,50,48,97.5
110,42,54,97.5
111,42,44,97.5
112,42,42,97.5
113,42,52,96.0
114,48,46,96.0
115,50,46,96.0
116,56,52,96.0
117,64,52,96.0
118,56,48,96.0
119,48,50,96.0
120,48,50,96.0
121,54,48,96.0
122,48,50,94.5
123,48,48,94.5
124,54,56,94.5
125,50,52,94.5
126,50,56,94.5
127,46,54,94.5
128,46,46,94.5
129,52,46,94.5
130,58,54,94.5
131,54,66,94.5
132,62,52,94.5
133,44,56,93.0
134,44,56,93.0
135,44,42,93.0
136,42,42,93.0
137,42,52,93.0
138,42,44,93.0
139,54,42,93.0
140,42,44,91.5
141,42,42,91.5
142,38,42,91.5
143,44,38,91.5
144,44,50,91.5
145,40,40,91.5
146,32,46,91.5
147,32,36,90.0
148,36,32,90.0
149,32,32,90.0
150,32,38,90.0
151,36,32,90.0
152,42,32,90.0
153,38,32,88.5
154,32,32,88.5
155,30,32,88.5
156,30,30,88.5
157,26,30,88.5
158,26,26,87.0
159,26,26,87.0
160,26,26,87.0
161,26,26,87.0
162,30,26,87.0
163,26,26,85.5
164,26,26,85.5
165,26,26,85.5
166,26,32,85.5
167,26,32,85.5
168,26,26,84.0
169,26,26,84.0
170,28,26,84.0
171,26,26,84.0
172,32,32,84.0
173,26,32,84.0
174,26,26,82.5
175,26,36,82.5
176,26,26,82.5
177,26,26,82.5
178,26,30,82.5
179,26,26,82.5
180,26,32,81.0
181,30,30,81.0
182,34,28,81.0
183,26,28,81.0
184,26,26,81.0
185,26,30,81.0
186,32,32,81.0
187,32,38,79.5
188,28,36,79.5
189,30,38,79.5
190,30,36,79.5
191,30,34,79.5
192,30,30,79.5
193,30,30,79.5
194,36,30,79.5
195,30,40,79.5
196,34,34,78.0
197,30,30,78.0
198,30,26,78.0
199,30,28,78.0
200,24,36,78.0
201,24,28,78.0
202,24,24,78.0
203,24,24,78.0
204,30,34,76.5
205,32,30,76.5
206,30,36,76.5
207,34,30,76.5
208,32,42,76.5
209,32,32,76.5
210,32,32,76.5
211,34,32,76.5
212,32,32,76.5
213,40,32,76.5
214,38,32,76.5
215,28,32,75.0
216,30,32,75.0
217,30,24,75.0
218,24,24,75.0
219,24,30,75.0
220,30,26,75.0
221,24,26,75.0
222,24,36,75.0
223,24,24,75.0
224,24,24,73.5
225,24,24,73.5
226,24,24,73.5
227,24,24,73.5
228,30,32,73.5
229,24,34,73.5
230,24,34,73.5
231,24,24,73.5
232,24,24,73.5
233,24,24,72.0
234,24,24,72.0
235,24,24,72.0
236,24,24,72.0
237,24,24,72.0
238,24,24,72.0
239,30,30,72.0
240,30,30,72.0
241,30,32,72.0
242,28,34,72.0
243,26,28,72.0
244,32,26,70.5
245,38,26,70.5
246,24,30,70.5
247,40,26,70.5
248,26,32,70.5
