cycle,p1Fitness,p2Fitness,averageTotalFitness
1,164,166,246.0
2,150,142,235.5
3,126,134,219.0
4,120,124,210.0
5,108,106,199.5
6,88,100,189.0
7,82,92,178.5
8,82,94,172.5
9,98,88,169.5
10,90,92,165.0
11,112,92,165.0
12,88,86,163.5
13,86,92,160.5
14,86,86,157.5
15,86,88,156.0
16,90,86,154.5
17,96,88,154.5
18,106,82,154.5
19,96,102,153.0
20,80,88,151.5
21,72,88,150.0
22,84,80,148.5
23,70,70,147.0
24,66,72,144.0
25,80,68,144.0
26,66,76,142.5
27,60,64,139.5
28,60,64,138.0
29,50,50,136.5
30,54,60,133.5
31,66,54,133.5
32,64,58,132.0
33,56,58,130.5
34,78,54,130.5
35,54,56,129.0
36,52,56,127.5
37,52,60,126.0
38,52,50,124.5
39,48,64,123.0
40,48,62,121.5
41,48,60,120.0
42,44,48,118.5
43,44,46,118.5
44,44,44,117.0
45,38,44,115.5
46,38,44,114.0
47,38,38,112.5
48,36,38,111.0
49,36,36,111.0
50,44,42,109.5
51,42,46,108.0
52,46,46,108.0
53,44,46,106.5
54,44,44,106.5
55,48,44,105.0
56,56,50,105.0
57,50,42,105.0
58,48,40,103.5
59,40,40,103.5
60,40,38,102.0
61,44,40,102.0
62,38,40,102.0
63,48,46,100.5
64,48,52,100.5
65,50,44,100.5
66,52,52,99.0
67,50,44,99.0
68,44,46,99.0
69,44,46,97.5
70,58,44,97.5
71,44,50,97.5
72,60,54,97.5
73,54,62,97.5
74,70,62,97.5
75,62,62,97.5
76,58,58,97.5
77,70,60,97.5
78,56,76,97.5
79,60,62,97.5
80,60,62,97.5
81,74,64,97.5
82,56,64,97.5
83,50,54,96.0
84,58,62,96.0
85,56,58,96.0
86,52,60,96.0
87,58,60,96.0
88,58,58,96.0
89,68,52,96.0
90,58,54,96.0
91,66,64,96.0
92,72,60,96.0
93,56,62,96.0
94,58,56,96.0
95,56,62,96.0
96,46,54,96.0
97,50,46,94.5
98,52,46,94.5
99,46,46,94.5
100,46,44,94.5
101,50,44,94.5
102,54,60,94.5
103,54,54,94.5
104,48,44,93.0
105,44,54,93.0
106,50,60,93.0
107,52,52,93.0
108,48,46,93.0
109,52,48,93.0
110,44,56,93.0
111,42,48,91.5
112,48,54,91.5
113,48,48,91.5
114,48,48,91.5
115,50,48,91.5
116,48,50,91.5
117,48,48,91.5
118,48,62,91.5
119,54,58,91.5
120,54,62,91.5
121,58,54,91.5
122,54,62,90.0
123,54,54,90.0
124,54,54,90.0
125,58,56,90.0
126,56,58,90.0
127,54,54,90.0
128,58,54,90.0
129,62,70,90.0
130,60,60,90.0
131,54,60,90.0
132,54,46,90.0
133,46,54,90.0
134,58,42,90.0
135,48,60,90.0
136,48,46,90.0
137,48,46,90.0
138,52,62,90.0
139,52,50,90.0
