cycle,p1Fitness,p2Fitness,averageTotalFitness
1,126,150,189.0
2,108,124,175.5
3,102,120,168.0
4,120,102,171.0
5,122,110,172.5
6,106,116,171.0
7,110,106,169.5
8,98,106,166.5
9,98,104,165.0
10,98,122,162.0
11,94,106,160.5
12,92,90,159.0
13,94,110,157.5
14,108,102,157.5
15,100,112,157.5
16,100,112,156.0
17,114,126,157.5
18,96,80,156.0
19,80,88,154.5
20,74,74,153.0
21,82,74,151.5
22,82,74,150.0
23,72,90,147.0
24,72,84,145.5
25,72,80,144.0
26,84,78,144.0
27,64,88,142.5
28,60,72,139.5
29,68,62,138.0
30,66,68,138.0
31,60,78,136.5
32,74,88,135.0
33,72,96,133.5
34,78,88,133.5
35,74,72,133.5
36,84,76,133.5
37,90,94,133.5
38,86,92,132.0
39,82,92,132.0
40,82,80,132.0
41,88,78,132.0
42,80,82,132.0
43,76,76,132.0
44,74,72,130.5
45,74,82,130.5
46,74,70,130.5
47,74,72,129.0
48,66,84,129.0
49,62,68,127.5
50,62,72,127.5
51,62,80,127.5
52,68,74,126.0
53,62,70,126.0
54,72,62,126.0
55,62,76,124.5
56,62,62,124.5
57,66,74,123.0
58,64,68,123.0
59,64,64,123.0
60,64,68,123.0
61,64,68,121.5
62,94,62,121.5
63,62,72,121.5
64,66,62,121.5
65,64,78,121.5
66,64,88,120.0
67,66,70,120.0
68,58,82,120.0
69,58,74,118.5
70,62,58,118.5
71,60,58,118.5
72,64,62,118.5
73,62,56,117.0
74,62,58,117.0
75,54,56,117.0
76,54,64,117.0
77,58,50,115.5
78,50,58,115.5
79,58,56,115.5
80,66,56,115.5
81,56,68,114.0
82,64,64,114.0
83,60,66,114.0
84,56,70,114.0
85,50,58,112.5
86,50,50,112.5
87,50,64,112.5
88,50,56,112.5
89,58,52,111.0
90,62,60,111.0
91,60,64,111.0
92,66,62,111.0
93,58,58,111.0
94,66,72,111.0
95,60,60,111.0
96,62,62,109.5
97,62,54,109.5
98,50,54,109.5
99,56,50,109.5
100,50,66,109.5
101,50,58,108.0
102,50,58,108.0
103,46,50,108.0
104,44,58,108.0
105,44,44,106.5
106,44,56,106.5
107,58,50,106.5
108,50,50,106.5
109,50,52,106.5
110,50,50,105.0
111,50,50,105.0
112,50,50,105.0
113,50,50,105.0
114,58,50,105.0
115,60,54,105.0
116,58,52,105.0
117,52,54,103.5
118,52,52,103.5
119,62,52,103.5
120,52,54,103.5
121,52,54,103.5
122,52,62,103.5
123,50,52,103.5
124,46,52,102.0
125,46,52,102.0
126,52,40,102.0
127,46,48,102.0
128,52,46,102.0
129,46,52,102.0
130,52,52,100.5
131,46,56,100.5
132,44,48,100.5
133,44,54,100.5
134,44,48,100.5
135,46,46,100.5
136,60,48,100.5
137,50,50,99.0
138,48,54,99.0
139,58,52,99.0
140,50,56,99.0
141,62,52,99.0
142,52,52,99.0
143,48,52,99.0
144,52,48,99.0
145,48,54,99.0
146,48,48,99.0
147,48,54,97.5
148,48,54,97.5
149,48,54,97.5
150,48,50,97.5
151,54,60,97.5
152,64,56,97.5
153,56,48,97.5
154,54,72,97.5
155,54,62,97.5
156,50,70,97.5
157,52,70,97.5
158,42,52,96.0
159,42,48,96.0
160,50,54,96.0
161,50,58,96.0
162,48,46,96.0
163,46,46,96.0
164,46,50,96.0
165,54,46,96.0
166,58,46,96.0
167,52,50,96.0
168,54,48,96.0
169,54,46,94.5
170,46,52,94.5
171,46,50,94.5
172,52,48,94.5
173,60,54,94.5
174,60,62,94.5
175,54,56,94.5
176,50,66,94.5
177,56,58,94.5
178,56,64,94.5
179,56,58,94.5
180,54,54,94.5
181,52,56,94.5
182,52,54,94.5
183,56,52,94.5
184,50,62,94.5
185,54,56,94.5
186,52,54,93.0
187,52,52,93.0
188,52,62,93.0
189,62,60,93.0
190,50,70,93.0
191,50,56,93.0
192,54,48,93.0
193,48,56,93.0
194,48,48,93.0
195,48,48,93.0
196,52,48,93.0
197,50,48,93.0
198,48,48,93.0
199,48,52,93.0
200,48,50,93.0
201,56,52,93.0
202,46,50,93.0
203,46,58,91.5
204,46,48,91.5
205,40,52,91.5
206,40,52,91.5
207,40,42,91.5
208,38,48,91.5
209,38,48,91.5
210,42,38,91.5
211,38,38,91.5
212,42,42,91.5
213,42,36,90.0
214,36,36,90.0
215,36,36,90.0
216,36,36,90.0
217,38,36,90.0
218,36,36,90.0
219,36,46,90.0
220,36,42,90.0
221,32,38,90.0
222,32,38,88.5
223,36,32,88.5
224,32,32,88.5
225,32,36,88.5
226,32,40,88.5
227,38,32,88.5
228,32,32,88.5
229,32,32,88.5
230,32,32,87.0
231,32,32,87.0
232,32,32,87.0
233,32,32,87.0
234,32,32,87.0
235,34,32,87.0
236,32,32,87.0
237,32,32,87.0
238,32,36,87.0
239,32,32,85.5
240,36,32,85.5
241,32,32,85.5
242,38,32,85.5
243,32,38,85.5
244,42,32,85.5
245,32,50,85.5
246,32,44,85.5
247,32,32,85.5
248,36,32,85.5
249,32,32,85.5
250,32,32,84.0
251,32,32,84.0
252,32,36,84.0
253,32,32,84.0
254,36,32,84.0
255,32,36,84.0
256,32,34,84.0
257,32,32,84.0
258,32,32,84.0
259,32,32,84.0
260,32,36,82.5
261,32,32,82.5
262,32,32,82.5
263,32,32,82.5
264,32,32,82.5
265,32,32,82.5
266,32,32,82.5
267,42,32,82.5
268,40,38,82.5
269,38,40,82.5
270,36,40,82.5
271,38,36,82.5
272,34,38,82.5
273,46,34,82.5
274,34,34,81.0
275,34,52,81.0
276,34,40,81.0
277,36,34,81.0
278,34,34,81.0
279,34,34,81.0
280,40,34,81.0
281,38,34,81.0
