cycle,p1Fitness,p2Fitness,averageTotalFitness
1,132,142,198.0
2,124,122,192.0
3,116,110,186.0
4,116,132,183.0
5,132,132,186.0
6,104,122,180.0
7,102,128,177.0
8,102,114,174.0
9,100,94,171.0
10,98,94,168.0
11,104,92,166.5
12,82,94,163.5
13,82,82,160.5
14,82,100,157.5
15,92,72,156.0
16,94,82,154.5
17,90,80,154.5
18,80,98,151.5
19,86,96,150.0
20,106,92,151.5
21,86,98,150.0
22,86,104,148.5
23,78,100,147.0
24,64,72,145.5
25,60,66,142.5
26,62,58,141.0
27,56,62,139.5
28,58,56,136.5
29,54,58,135.0
30,54,54,133.5
31,54,54,132.0
32,54,66,130.5
33,60,72,129.0
34,60,58,127.5
35,64,58,126.0
36,68,56,126.0
37,70,58,126.0
38,58,64,124.5
39,56,62,123.0
40,62,68,123.0
41,66,58,121.5
42,58,76,121.5
43,66,68,120.0
44,62,60,120.0
45,70,62,120.0
46,62,70,118.5
47,70,66,118.5
48,66,70,118.5
49,74,80,118.5
50,62,74,117.0
51,56,52,117.0
52,50,56,115.5
53,48,52,115.5
54,42,54,114.0
55,42,42,114.0
56,44,46,112.5
57,40,40,111.0
58,40,40,111.0
59,40,54,109.5
60,40,42,109.5
61,38,40,108.0
62,38,38,106.5
63,38,48,106.5
64,38,42,105.0
65,40,46,105.0
66,40,42,103.5
67,40,40,103.5
68,40,40,103.5
69,36,40,102.0
70,42,36,102.0
71,36,44,100.5
72,36,44,100.5
73,40,42,99.0
74,44,36,99.0
75,36,46,99.0
76,46,46,97.5
77,46,48,97.5
78,44,46,97.5
79,44,52,97.5
80,58,42,97.5
81,46,48,96.0
82,66,46,96.0
83,44,48,96.0
84,62,62,96.0
85,56,62,96.0
86,48,50,96.0
87,42,48,96.0
88,40,42,94.5
89,40,44,94.5
90,40,48,94.5
91,40,40,93.0
92,42,48,93.0
93,42,46,93.0
94,44,40,93.0
95,40,42,93.0
96,48,52,91.5
97,52,54,91.5
98,60,50,91.5
99,66,54,91.5
100,72,62,91.5
101,76,58,93.0
102,58,64,93.0
103,58,60,93.0
104,54,84,91.5
105,78,58,93.0
106,62,74,93.0
107,60,62,93.0
108,78,56,93.0
109,64,56,93.0
110,58,60,93.0
111,56,54,93.0
112,64,58,93.0
113,64,58,93.0
114,58,60,93.0
115,58,58,93.0
116,58,54,93.0
117,46,52,91.5
118,46,48,91.5
119,50,46,91.5
120,54,66,91.5
121,52,58,91.5
122,50,54,91.5
123,52,50,91.5
124,50,48,91.5
125,50,50,91.5
126,50,56,91.5
127,48,46,91.5
128,46,46,90.0
129,50,46,90.0
130,46,48,90.0
131,46,46,90.0
132,44,50,90.0
133,44,46,90.0
134,44,44,90.0
135,44,44,90.0
136,48,44,90.0
137,44,46,88.5
138,44,44,88.5
139,44,44,88.5
140,58,44,88.5
141,52,44,88.5
142,44,44,88.5
143,44,44,88.5
144,44,44,88.5
145,44,48,88.5
146,46,50,88.5
147,44,46,87.0
148,46,52,87.0
149,64,50,87.0
150,60,58,87.0
151,48,62,87.0
152,48,50,87.0
153,48,48,87.0
154,56,48,87.0
155,48,48,87.0
156,46,54,87.0
157,46,50,87.0
158,44,52,87.0
159,52,50,87.0
160,40,50,87.0
161,42,42,87.0
