cycle,p1Fitness,p2Fitness,averageTotalFitness
1,154,146,231.0
2,152,144,229.5
3,156,128,231.0
4,126,108,220.5
5,98,108,205.5
6,82,116,192.0
7,112,116,187.5
8,88,112,181.5
9,76,90,174.0
10,76,82,168.0
11,80,74,163.5
12,92,70,160.5
13,84,72,157.5
14,72,86,154.5
15,78,74,151.5
16,72,82,148.5
17,72,74,147.0
18,72,72,144.0
19,82,72,144.0
20,72,80,141.0
21,88,76,141.0
22,74,80,139.5
23,70,74,138.0
24,70,72,136.5
25,70,70,135.0
26,70,64,133.5
27,62,66,132.0
28,70,62,132.0
29,62,70,130.5
30,72,62,129.0
31,60,62,127.5
32,58,60,127.5
33,64,66,126.0
34,62,64,124.5
35,58,62,124.5
36,58,68,123.0
37,58,72,121.5
38,68,68,121.5
39,68,52,120.0
40,52,66,120.0
41,52,52,118.5
42,50,52,117.0
43,50,50,117.0
44,52,50,115.5
45,50,50,114.0
46,50,50,114.0
47,54,54,112.5
48,48,54,112.5
49,54,50,111.0
50,48,48,111.0
51,48,48,109.5
52,48,58,109.5
53,60,60,109.5
54,58,50,108.0
55,46,50,108.0
56,46,48,106.5
57,46,46,106.5
58,50,60,106.5
59,56,50,105.0
60,50,50,105.0
61,50,56,105.0
62,50,50,103.5
63,54,60,103.5
64,56,56,103.5
65,54,64,103.5
66,50,58,102.0
67,56,56,102.0
68,52,54,102.0
69,60,52,102.0
70,52,46,102.0
71,46,48,100.5
72,54,46,100.5
73,44,46,100.5
74,48,44,99.0
75,44,44,99.0
76,44,44,99.0
77,50,44,99.0
78,44,44,97.5
79,44,52,97.5
80,44,54,97.5
81,44,46,97.5
82,46,44,96.0
83,44,48,96.0
84,48,44,96.0
85,44,46,96.0
86,56,44,96.0
87,44,48,94.5
88,46,42,94.5
89,42,44,94.5
90,52,46,94.5
91,50,44,94.5
92,52,50,93.0
93,48,50,93.0
94,46,50,93.0
95,52,44,93.0
96,44,50,93.0
97,44,52,93.0
98,44,54,91.5
99,48,48,91.5
100,44,54,91.5
101,44,50,91.5
102,44,48,91.5
103,44,50,91.5
104,44,44,90.0
105,54,44,90.0
106,42,44,90.0
107,42,42,90.0
108,56,42,90.0
109,42,46,90.0
110,42,42,90.0
111,42,40,88.5
112,44,46,88.5
113,38,48,88.5
114,36,40,88.5
115,44,38,88.5
116,38,40,88.5
117,38,44,87.0
118,42,38,87.0
119,38,38,87.0
120,42,36,87.0
121,42,38,87.0
122,36,42,87.0
123,46,36,87.0
124,34,36,85.5
125,36,38,85.5
126,38,36,85.5
127,42,34,85.5
128,34,36,85.5
129,34,34,85.5
130,34,34,84.0
131,40,36,84.0
132,34,36,84.0
133,34,36,84.0
134,34,34,84.0
135,34,34,84.0
136,34,44,82.5
137,40,56,82.5
138,34,48,82.5
139,34,36,82.5
140,34,36,82.5
141,34,40,82.5
142,34,34,82.5
143,44,34,81.0
144,34,34,81.0
145,34,42,81.0
146,36,36,81.0
147,48,38,81.0
148,44,38,81.0
149,42,38,81.0
150,42,38,81.0
151,46,38,81.0
152,36,48,81.0
153,36,40,79.5
154,36,36,79.5
155,36,36,79.5
156,36,36,79.5
157,42,36,79.5
158,44,40,79.5
159,40,40,79.5
160,38,40,79.5
161,44,38,79.5
162,46,48,79.5
163,48,46,79.5
164,40,56,79.5
165,40,44,78.0
166,40,40,78.0
167,48,40,78.0
168,40,42,78.0
169,40,50,78.0
170,40,42,78.0
171,40,48,78.0
172,40,46,78.0
173,38,40,78.0
174,48,36,78.0
175,36,42,78.0
176,40,48,78.0
177,38,40,78.0
178,36,38,78.0
179,40,36,78.0
180,38,34,76.5
