cycle,p1Fitness,p2Fitness,averageTotalFitness
1,146,142,219.0
2,100,134,184.5
3,102,98,174.0
4,94,92,165.0
5,132,92,171.0
6,92,106,166.5
7,108,82,165.0
8,78,90,159.0
9,78,82,154.5
10,88,86,151.5
11,76,94,148.5
12,98,84,148.5
13,80,84,145.5
14,72,90,144.0
15,70,80,141.0
16,94,90,141.0
17,88,80,139.5
18,78,72,139.5
19,92,78,138.0
20,92,82,138.0
21,78,74,138.0
22,88,82,138.0
23,84,86,136.5
24,92,82,136.5
25,104,86,138.0
26,106,90,138.0
27,90,92,138.0
28,84,88,138.0
29,86,76,138.0
30,82,74,136.5
31,74,72,136.5
32,72,72,135.0
33,88,70,135.0
34,70,78,133.5
35,66,66,133.5
36,70,62,132.0
37,68,70,132.0
38,62,62,130.5
39,56,54,129.0
40,54,54,127.5
41,50,52,126.0
42,50,50,126.0
43,56,56,124.5
44,54,54,123.0
45,58,54,123.0
46,52,58,121.5
47,52,54,120.0
48,48,52,120.0
49,48,60,118.5
50,50,50,118.5
51,48,54,117.0
52,48,48,115.5
53,56,48,115.5
54,48,52,114.0
55,48,46,114.0
56,46,46,112.5
57,46,46,112.5
58,52,54,111.0
59,50,52,111.0
60,48,50,111.0
61,62,48,109.5
62,48,54,109.5
63,48,56,108.0
64,54,50,108.0
65,64,50,108.0
66,50,50,108.0
67,50,58,106.5
68,50,54,106.5
69,50,50,106.5
70,50,62,105.0
71,52,54,105.0
72,60,52,105.0
73,50,54,105.0
74,50,58,103.5
75,60,50,103.5
76,52,56,103.5
77,56,50,103.5
78,50,60,103.5
79,50,50,102.0
80,58,58,102.0
81,46,62,102.0
82,46,48,102.0
83,46,46,100.5
84,52,52,100.5
85,58,52,100.5
86,52,54,100.5
87,52,52,100.5
88,52,52,100.5
89,56,52,100.5
90,62,52,99.0
91,56,50,99.0
92,50,52,99.0
93,54,50,99.0
94,46,56,99.0
95,52,46,99.0
96,48,46,97.5
97,46,48,97.5
98,44,46,97.5
99,44,44,97.5
100,48,44,97.5
101,46,52,96.0
102,46,46,96.0
103,50,54,96.0
104,44,50,96.0
105,44,46,96.0
106,44,52,96.0
107,52,52,94.5
108,38,60,94.5
109,38,44,94.5
110,42,38,94.5
111,38,38,94.5
112,38,38,93.0
113,40,38,93.0
114,38,38,93.0
115,38,38,93.0
116,38,40,91.5
117,38,40,91.5
118,42,38,91.5
119,38,38,91.5
120,38,38,91.5
121,38,38,91.5
122,38,42,90.0
123,42,38,90.0
124,38,42,90.0
125,38,44,90.0
126,52,38,90.0
127,38,44,90.0
128,44,38,88.5
129,38,38,88.5
130,38,38,88.5
131,38,38,88.5
132,38,38,88.5
133,44,38,88.5
134,50,38,88.5
135,38,38,87.0
136,38,38,87.0
137,38,38,87.0
138,46,48,87.0
139,44,44,87.0
140,54,44,87.0
141,46,42,87.0
142,36,40,87.0
143,36,42,87.0
144,40,42,85.5
145,40,40,85.5
146,40,38,85.5
147,38,36,85.5
148,36,36,85.5
149,36,36,85.5
150,38,36,85.5
151,36,36,84.0
152,36,36,84.0
153,36,36,84.0
154,36,36,84.0
155,48,42,84.0
156,36,46,84.0
157,46,42,84.0
158,36,48,84.0
159,36,38,84.0
160,42,38,82.5
161,38,38,82.5
162,50,38,82.5
163,38,42,82.5
164,44,34,82.5
165,34,52,82.5
166,42,38,82.5
167,46,34,82.5
168,38,36,82.5
169,36,36,82.5
170,36,36,82.5
171,34,38,81.0
172,32,34,81.0
173,32,32,81.0
174,32,32,81.0
175,32,32,81.0
176,32,32,81.0
177,32,32,81.0
178,32,32,79.5
179,32,32,79.5
180,32,32,79.5
181,32,32,79.5
182,32,32,79.5
183,34,32,79.5
184,32,36,79.5
185,32,32,79.5
186,32,32,79.5
187,36,32,78.0
188,38,32,78.0
189,32,36,78.0
190,38,32,78.0
191,32,32,78.0
192,32,36,78.0
193,36,32,78.0
194,32,40,78.0
195,36,34,78.0
196,32,38,78.0
197,38,34,78.0
198,36,34,76.5
199,40,42,76.5
200,34,40,76.5
201,34,36,76.5
202,34,38,76.5
203,34,34,76.5
204,36,34,76.5
205,40,38,76.5
206,32,34,76.5
207,32,34,76.5
208,38,32,76.5
209,32,32,76.5
210,32,32,75.0
211,32,38,75.0
212,32,32,75.0
213,32,32,75.0
214,32,34,75.0
215,30,36,75.0
216,30,32,75.0
217,30,34,75.0
218,38,30,75.0
219,30,34,75.0
220,34,30,75.0
221,30,32,75.0
222,30,34,73.5
223,30,30,73.5
224,32,36,73.5
225,30,30,73.5
226,30,30,73.5
227,30,30,73.5
228,34,30,73.5
229,34,30,73.5
230,44,30,73.5
231,32,34,73.5
232,32,32,73.5
233,34,38,73.5
234,34,34,73.5
235,34,30,72.0
236,28,36,72.0
237,28,30,72.0
238,34,28,72.0
239,34,28,72.0
240,28,30,72.0
241,30,30,72.0
242,30,30,72.0
243,30,30,72.0
244,30,30,72.0
245,30,30,72.0
246,30,32,72.0
247,36,30,72.0
248,30,30,72.0
249,32,30,70.5
250,30,30,70.5
251,30,40,70.5
252,30,30,70.5
253,30,30,70.5
254,30,30,70.5
255,26,30,70.5
256,26,26,70.5
257,26,26,70.5
258,36,26,70.5
259,32,28,70.5
260,26,32,70.5
261,26,26,70.5
262,26,26,70.5
263,42,26,69.0
264,26,40,69.0
265,28,46,69.0
266,28,30,69.0
267,28,32,69.0
268,34,36,69.0
269,32,38,69.0
270,30,32,69.0
271,34,34,69.0
272,34,34,69.0
273,34,36,69.0
274,34,36,69.0
275,32,52,69.0
276,34,52,69.0
277,40,44,69.0
278,30,40,69.0
279,30,38,69.0
280,30,36,69.0
281,36,38,69.0
282,46,32,69.0
283,30,32,67.5
284,40,36,67.5
285,36,40,67.5
286,28,36,67.5
287,26,34,67.5
288,26,32,67.5
289,30,26,67.5
290,28,34,67.5
291,28,30,67.5
292,28,28,67.5
293,28,46,67.5
294,30,34,67.5
295,30,34,67.5
296,26,30,67.5
297,30,26,67.5
298,22,24,67.5
299,22,22,67.5
300,38,22,67.5
301,22,22,66.0
302,22,22,66.0
303,22,22,66.0
304,22,22,66.0
305,22,24,66.0
306,24,22,66.0
307,26,22,66.0
308,22,20,66.0
309,36,26,66.0
310,26,26,66.0
311,28,32,66.0
312,28,20,66.0
313,26,20,66.0
314,20,26,66.0
315,20,20,66.0
316,20,26,64.5
317,20,20,64.5
318,26,20,64.5
319,20,20,64.5
320,20,20,64.5
321,20,20,64.5
322,26,20,64.5
323,20,20,64.5
324,20,20,64.5
325,26,20,64.5
326,20,20,64.5
327,26,20,64.5
328,20,26,64.5
329,20,20,64.5
330,28,24,64.5
331,20,22,63.0
332,20,26,63.0
333,20,20,63.0
334,20,24,63.0
335,24,20,63.0
336,20,26,63.0
337,20,20,63.0
338,20,20,63.0
339,26,20,63.0
340,20,20,63.0
341,20,20,63.0
342,20,26,63.0
343,20,20,63.0
344,26,20,63.0
345,24,30,63.0
346,24,24,63.0
347,28,30,63.0
348,24,26,61.5
349,22,24,61.5
350,22,20,61.5
351,28,24,61.5
352,28,24,61.5
353,24,26,61.5
354,24,24,61.5
355,24,20,61.5
356,20,20,61.5
357,28,20,61.5
358,20,20,61.5
359,20,20,61.5
360,24,20,61.5
361,22,20,61.5
362,24,20,61.5
363,26,26,61.5
364,34,30,61.5
365,36,30,61.5
366,32,24,61.5
367,24,32,61.5
368,24,26,61.5
369,24,24,61.5
370,24,24,60.0
371,18,30,60.0
372,18,24,60.0
373,18,18,60.0
374,18,24,60.0
375,18,18,60.0
376,22,24,60.0
377,22,22,60.0
378,22,22,60.0
379,22,22,60.0
380,28,22,60.0
381,22,30,60.0
382,22,22,60.0
383,22,22,60.0
384,18,28,60.0
