n_decisions,cost
1,108
2,105
3,102
4,99
5,96
6,102
7,99
8,96
9,102
10,99
11,96
12,96
13,99
14,96
15,96
16,94
17,91
18,88
19,86
20,83
21,81
22,78
23,76
24,73
25,72
26,69
27,66
28,63
29,60
30,57
31,69
32,66
33,63
34,60
35,57
36,57
37,55
38,52
39,49
40,52
41,49
42,49
43,46
44,44
45,69
46,66
47,73
48,72
49,69
50,66
51,63
52,60
53,57
54,69
55,66
56,63
57,60
58,57
59,55
60,52
61,49
62,52
63,49
64,49
65,46
66,44
67,57
68,69
69,66
70,83
71,105
72,102
73,99
74,96
75,102
76,99
77,96
78,102
79,99
80,96
81,96
82,99
83,96
84,96
85,94
86,91
87,88
88,88
89,86
90,83
91,81
92,78
93,76
94,73
95,72
96,69
97,66
98,63
99,60
100,57
101,66
102,63
103,60
104,57
105,55
106,52
107,49
108,52
109,49
110,49
111,46
112,44
113,42
114,39
115,36
116,34
117,32
118,29
119,28
120,26
121,24
122,21
123,18
124,15
125,13
126,12
127,9
128,7
129,5
130,3
131,2
132,0
