n_decisions,cost
1,129
2,126
3,123
4,120
5,117
6,114
7,112
8,109
9,106
10,103
11,100
12,109
13,106
14,103
15,100
16,109
17,106
18,103
19,100
20,106
21,103
22,103
23,100
24,114
25,112
26,109
27,106
28,103
29,100
30,109
31,106
32,103
33,100
34,109
35,106
36,103
37,100
38,106
39,103
40,103
41,100
42,120
43,117
44,114
45,112
46,109
47,106
48,103
49,100
50,109
51,106
52,103
53,100
54,109
55,106
56,103
57,100
58,106
59,103
60,103
61,100
62,114
63,112
64,109
65,106
66,103
67,100
68,109
69,106
70,103
71,100
72,109
73,106
74,103
75,100
76,106
77,103
78,103
79,100
80,123
81,120
82,117
83,114
84,112
85,109
86,106
87,103
88,100
89,106
90,103
91,100
92,109
93,106
94,103
95,103
96,106
97,103
98,100
99,109
100,106
101,103
102,100
103,106
104,106
105,103
106,100
107,114
108,112
109,109
110,106
111,103
112,100
113,106
114,103
115,100
116,109
117,106
118,103
119,103
120,106
121,103
122,100
123,109
124,106
125,103
126,100
127,106
128,106
129,103
130,100
131,117
132,114
133,112
134,109
135,106
136,106
137,103
138,100
139,109
140,106
141,103
142,100
143,106
144,103
145,100
146,109
147,106
148,103
149,100
150,106
151,103
152,100
153,106
154,103
155,103
156,114
157,112
158,109
159,106
160,106
161,103
162,100
163,109
164,106
165,103
166,100
167,106
168,103
169,100
170,109
171,106
172,103
173,100
174,106
175,103
176,100
177,106
178,103
179,103
180,120
181,117
182,114
183,112
184,109
185,106
186,103
187,100
188,106
189,109
190,106
191,103
192,100
193,106
194,109
195,106
196,103
197,103
198,106
199,103
200,100
201,106
202,103
203,100
204,117
205,114
206,112
207,109
208,106
209,106
210,103
211,100
212,109
213,106
214,103
215,100
216,106
217,103
218,100
219,109
220,106
221,103
222,100
223,106
224,103
225,100
226,106
227,103
228,103
229,114
230,112
231,109
232,106
233,106
234,103
235,100
236,109
237,106
238,103
239,100
240,106
241,103
242,100
243,109
244,106
245,103
246,100
247,106
248,103
249,100
250,106
251,103
252,103
253,123
254,120
255,117
256,114
257,112
258,109
259,106
260,103
261,100
262,109
263,106
264,103
265,100
266,103
267,106
268,103
269,100
270,114
271,112
272,109
273,106
274,103
275,100
276,109
277,106
278,103
279,100
280,103
281,106
282,103
283,100
284,126
285,123
286,120
287,117
288,114
289,112
290,109
291,106
292,103
293,100
294,103
295,100
296,100
297,98
298,95
299,93
300,90
301,87
302,90
303,87
304,85
305,82
306,81
307,78
308,75
309,72
310,69
311,67
312,64
313,61
314,58
315,55
316,52
317,55
318,58
319,55
320,72
321,69
322,90
323,95
324,106
325,103
326,103
327,100
328,103
329,100
330,109
331,106
332,103
333,100
334,103
335,100
336,100
337,98
338,95
339,93
340,90
341,87
342,90
343,87
344,85
345,82
346,81
347,78
348,75
349,72
350,69
351,67
352,64
353,64
354,61
355,58
356,55
357,52
358,55
359,58
360,55
361,72
362,69
363,90
364,95
365,106
366,103
367,103
368,100
369,109
370,106
371,103
372,103
373,100
374,103
375,100
376,106
377,103
378,103
379,100
380,109
381,106
382,103
383,100
384,103
385,100
386,100
387,98
388,95
389,95
390,93
391,90
392,87
393,85
394,82
395,81
396,78
397,75
398,72
399,69
400,67
401,64
402,64
403,72
404,69
405,87
406,85
407,82
408,81
409,78
410,75
411,72
412,69
413,67
414,64
415,64
416,75
417,72
418,69
419,90
420,87
421,85
422,82
423,81
424,78
425,75
426,72
427,69
428,67
429,64
430,64
431,72
432,69
433,75
434,72
435,69
436,90
437,87
438,85
439,82
440,81
441,78
442,75
443,72
444,69
445,67
446,64
447,64
448,72
449,69
450,106
451,103
452,100
453,106
454,103
455,103
456,100
457,114
458,112
459,109
460,106
461,103
462,100
463,103
464,100
465,100
466,98
467,95
468,93
469,90
470,87
471,90
472,87
473,85
474,82
475,81
476,78
477,75
478,72
479,69
480,67
481,64
482,61
483,58
484,55
485,52
486,55
487,58
488,55
489,72
490,69
491,67
492,64
493,61
494,58
495,55
496,90
497,95
498,106
499,103
500,103
501,100
502,103
503,100
504,109
505,106
506,103
507,100
508,103
509,100
510,100
511,98
512,95
513,93
514,90
515,87
516,90
517,87
518,85
519,82
520,81
521,78
522,75
523,72
524,69
525,67
526,64
527,64
528,61
529,58
530,55
531,52
532,55
533,58
534,55
535,72
536,69
537,67
538,64
539,64
540,61
541,58
542,55
543,90
544,95
545,106
546,103
547,103
548,100
549,109
550,106
551,103
552,103
553,100
554,103
555,100
556,106
557,103
558,103
559,100
560,109
561,106
562,103
563,100
564,103
565,100
566,100
567,98
568,95
569,95
570,93
571,90
572,87
573,85
574,82
575,81
576,78
577,75
578,72
579,69
580,67
581,64
582,64
583,72
584,69
585,67
586,64
587,64
588,87
589,85
590,82
591,81
592,78
593,75
594,72
595,69
596,67
597,64
598,64
599,75
600,72
601,69
602,90
603,87
604,85
605,82
606,81
607,78
608,75
609,72
610,69
611,67
612,64
613,64
614,72
615,69
616,67
617,64
618,64
619,75
620,72
621,69
622,90
623,87
624,85
625,82
626,81
627,78
628,75
629,72
630,69
631,67
632,64
633,64
634,72
635,69
636,67
637,64
638,64
639,106
640,103
641,100
642,106
643,103
644,103
645,100
646,117
647,114
648,112
649,109
650,106
651,103
652,100
653,103
654,100
655,98
656,95
657,93
658,90
659,87
660,90
661,87
662,85
663,82
664,81
665,78
666,75
667,72
668,72
669,90
670,95
671,100
672,98
673,95
674,93
675,90
676,87
677,90
678,87
679,85
680,82
681,81
682,78
683,75
684,72
685,69
686,67
687,64
688,61
689,58
690,55
691,58
692,55
693,55
694,72
695,69
696,90
697,95
698,106
699,103
700,100
701,103
702,100
703,98
704,95
705,93
706,90
707,87
708,85
709,82
710,81
711,78
712,75
713,72
714,75
715,72
716,87
717,85
718,82
719,81
720,78
721,75
722,72
723,72
724,90
725,87
726,85
727,82
728,81
729,78
730,75
731,72
732,72
733,90
734,87
735,85
736,82
737,81
738,78
739,75
740,72
741,72
742,75
743,72
744,95
745,93
746,90
747,87
748,85
749,82
750,81
751,78
752,75
753,72
754,75
755,72
756,87
757,85
758,82
759,81
760,78
761,75
762,72
763,72
764,90
765,87
766,85
767,82
768,81
769,78
770,75
771,72
772,72
773,90
774,87
775,85
776,82
777,81
778,78
779,75
780,72
781,72
782,75
783,72
784,100
785,98
786,95
787,93
788,90
789,87
790,85
791,82
792,81
793,78
794,75
795,72
796,69
797,67
798,64
799,64
800,61
801,58
802,58
803,55
804,58
805,55
806,75
807,72
808,69
809,87
810,85
811,82
812,81
813,78
814,75
815,72
816,69
817,67
818,64
819,64
820,61
821,58
822,55
823,58
824,58
825,55
826,72
827,69
828,90
829,87
830,85
831,82
832,81
833,78
834,75
835,72
836,69
837,67
838,64
839,64
840,61
841,58
842,55
843,58
844,55
845,55
846,72
847,69
848,90
849,87
850,85
851,82
852,81
853,78
854,75
855,72
856,69
857,67
858,64
859,64
860,61
861,58
862,55
863,58
864,55
865,55
866,72
867,69
868,75
869,72
870,69
871,95
872,93
873,90
874,87
875,85
876,82
877,81
878,78
879,75
880,72
881,69
882,67
883,64
884,64
885,75
886,72
887,69
888,87
889,85
890,82
891,81
892,78
893,75
894,72
895,69
896,67
897,64
898,64
899,72
900,69
901,90
902,87
903,85
904,82
905,81
906,78
907,75
908,72
909,69
910,67
911,64
912,64
913,72
914,69
915,90
916,87
917,85
918,82
919,81
920,78
921,75
922,72
923,69
924,67
925,64
926,64
927,72
928,69
929,75
930,72
931,69
932,109
933,106
934,103
935,100
936,103
937,100
938,98
939,95
940,93
941,90
942,87
943,90
944,87
945,85
946,82
947,81
948,78
949,75
950,72
951,72
952,90
953,95
954,100
955,98
956,95
957,93
958,90
959,87
960,90
961,87
962,85
963,82
964,81
965,78
966,75
967,72
968,69
969,67
970,64
971,64
972,61
973,58
974,55
975,58
976,55
977,55
978,72
979,69
980,90
981,95
982,106
983,103
984,100
985,109
986,106
987,103
988,100
989,103
990,100
991,98
992,95
993,93
994,90
995,87
996,85
997,82
998,81
999,78
1000,75
1001,72
1002,75
1003,72
1004,87
1005,85
1006,82
1007,81
1008,78
1009,75
1010,72
1011,72
1012,90
1013,87
1014,85
1015,82
1016,81
1017,78
1018,75
1019,72
1020,72
1021,90
1022,87
1023,85
1024,82
1025,81
1026,78
1027,75
1028,72
1029,72
1030,75
1031,72
1032,95
1033,93
1034,90
1035,87
1036,85
1037,82
1038,81
1039,78
1040,75
1041,72
1042,75
1043,72
1044,87
1045,85
1046,82
1047,81
1048,78
1049,75
1050,72
1051,72
1052,90
1053,87
1054,85
1055,82
1056,81
1057,78
1058,75
1059,72
1060,72
1061,90
1062,87
1063,85
1064,82
1065,81
1066,78
1067,75
1068,72
1069,72
1070,75
1071,72
1072,100
1073,98
1074,95
1075,93
1076,90
1077,87
1078,85
1079,82
1080,81
1081,78
1082,75
1083,72
1084,69
1085,67
1086,64
1087,64
1088,61
1089,58
1090,58
1091,55
1092,58
1093,55
1094,75
1095,72
1096,69
1097,87
1098,85
1099,82
1100,81
1101,78
1102,75
1103,72
1104,69
1105,67
1106,64
1107,64
1108,61
1109,58
1110,55
1111,58
1112,58
1113,55
1114,72
1115,69
1116,90
1117,87
1118,85
1119,82
1120,81
1121,78
1122,75
1123,72
1124,69
1125,67
1126,64
1127,64
1128,61
1129,58
1130,55
1131,58
1132,55
1133,55
1134,72
1135,69
1136,90
1137,87
1138,85
1139,82
1140,81
1141,78
1142,75
1143,72
1144,69
1145,67
1146,64
1147,64
1148,61
1149,58
1150,55
1151,58
1152,55
1153,55
1154,72
1155,69
1156,75
1157,72
1158,69
1159,95
1160,93
1161,90
1162,87
1163,85
1164,82
1165,81
1166,78
1167,75
1168,72
1169,69
1170,67
1171,64
1172,64
1173,75
1174,72
1175,69
1176,87
1177,85
1178,82
1179,81
1180,78
1181,75
1182,72
1183,69
1184,67
1185,64
1186,64
1187,72
1188,69
1189,90
1190,87
1191,85
1192,82
1193,81
1194,78
1195,75
1196,72
1197,69
1198,67
1199,64
1200,64
1201,72
1202,69
1203,90
1204,87
1205,85
1206,82
1207,81
1208,78
1209,75
1210,72
1211,69
1212,67
1213,64
1214,64
1215,72
1216,69
1217,75
1218,72
1219,69
1220,106
1221,103
1222,100
1223,109
1224,106
1225,103
1226,103
1227,100
1228,103
1229,100
1230,106
1231,103
1232,103
1233,100
1234,106
1235,103
1236,103
1237,100
1238,120
1239,117
1240,114
1241,112
1242,109
1243,106
1244,103
1245,100
1246,103
1247,100
1248,100
1249,98
1250,95
1251,93
1252,90
1253,87
1254,90
1255,87
1256,85
1257,82
1258,81
1259,78
1260,75
1261,72
1262,69
1263,67
1264,64
1265,61
1266,58
1267,55
1268,52
1269,55
1270,58
1271,55
1272,52
1273,55
1274,72
1275,69
1276,90
1277,95
1278,106
1279,103
1280,103
1281,100
1282,103
1283,100
1284,109
1285,106
1286,103
1287,100
1288,103
1289,100
1290,100
1291,98
1292,95
1293,93
1294,90
1295,87
1296,90
1297,87
1298,85
1299,82
1300,81
1301,78
1302,75
1303,72
1304,69
1305,67
1306,64
1307,64
1308,61
1309,58
1310,55
1311,52
1312,55
1313,58
1314,55
1315,52
1316,55
1317,72
1318,69
1319,90
1320,95
1321,106
1322,103
1323,103
1324,100
1325,109
1326,106
1327,103
1328,103
1329,100
1330,103
1331,100
1332,106
1333,103
1334,103
1335,100
1336,109
1337,106
1338,103
1339,100
1340,103
1341,100
1342,100
1343,98
1344,95
1345,95
1346,93
1347,90
1348,87
1349,85
1350,82
1351,81
1352,78
1353,75
1354,72
1355,69
1356,67
1357,64
1358,64
1359,72
1360,69
1361,87
1362,85
1363,82
1364,81
1365,78
1366,75
1367,72
1368,69
1369,67
1370,64
1371,64
1372,75
1373,72
1374,69
1375,90
1376,87
1377,85
1378,82
1379,81
1380,78
1381,75
1382,72
1383,69
1384,67
1385,64
1386,64
1387,72
1388,69
1389,75
1390,72
1391,69
1392,90
1393,87
1394,85
1395,82
1396,81
1397,78
1398,75
1399,72
1400,69
1401,67
1402,64
1403,64
1404,72
1405,69
1406,106
1407,103
1408,100
1409,106
1410,103
1411,103
1412,100
1413,114
1414,112
1415,109
1416,106
1417,103
1418,100
1419,103
1420,100
1421,100
1422,98
1423,95
1424,93
1425,90
1426,87
1427,90
1428,87
1429,85
1430,82
1431,81
1432,78
1433,75
1434,72
1435,69
1436,67
1437,64
1438,61
1439,58
1440,55
1441,52
1442,55
1443,58
1444,55
1445,52
1446,55
1447,72
1448,69
1449,67
1450,64
1451,61
1452,58
1453,55
1454,90
1455,95
1456,106
1457,103
1458,103
1459,100
1460,103
1461,100
1462,109
1463,106
1464,103
1465,100
1466,103
1467,100
1468,100
1469,98
1470,95
1471,93
1472,90
1473,87
1474,90
1475,87
1476,85
1477,82
1478,81
1479,78
1480,75
1481,72
1482,69
1483,67
1484,64
1485,64
1486,61
1487,58
1488,55
1489,52
1490,55
1491,58
1492,55
1493,52
1494,55
1495,72
1496,69
1497,67
1498,64
1499,64
1500,61
1501,58
1502,55
1503,90
1504,95
1505,106
1506,103
1507,103
1508,100
1509,109
1510,106
1511,103
1512,103
1513,100
1514,103
1515,100
1516,106
1517,103
1518,103
1519,100
1520,109
1521,106
1522,103
1523,100
1524,103
1525,100
1526,100
1527,98
1528,95
1529,95
1530,93
1531,90
1532,87
1533,85
1534,82
1535,81
1536,78
1537,75
1538,72
1539,69
1540,67
1541,64
1542,64
1543,72
1544,69
1545,67
1546,64
1547,64
1548,87
1549,85
1550,82
1551,81
1552,78
1553,75
1554,72
1555,69
