n_decisions,cost
1,138
2,135
3,132
4,129
5,126
6,123
7,120
8,123
9,120
10,118
11,115
12,112
13,109
14,109
15,106
16,109
17,106
18,104
19,101
20,101
21,99
22,96
23,94
24,91
25,90
26,87
27,84
28,81
29,87
30,84
31,87
32,84
33,81
34,91
35,115
36,120
37,118
38,115
39,112
40,109
41,109
42,106
43,109
44,106
45,104
46,101
47,101
48,99
49,96
50,94
51,91
52,90
53,87
54,84
55,81
56,87
57,84
58,87
59,84
60,81
61,91
62,115
63,129
64,126
65,123
66,120
67,123
68,120
69,118
70,115
71,112
72,109
73,109
74,106
75,109
76,106
77,104
78,101
79,101
80,99
81,96
82,94
83,91
84,90
85,87
86,84
87,81
88,87
89,84
90,81
91,87
92,84
93,81
94,115
95,120
96,118
97,115
98,112
99,109
100,109
101,106
102,109
103,106
104,104
105,101
106,101
107,99
108,96
109,94
110,91
111,90
112,87
113,84
114,81
115,87
116,84
117,81
118,87
119,84
120,81
121,115
122,129
123,126
124,123
125,120
126,118
127,115
128,115
129,120
130,118
131,115
132,115
133,123
134,120
135,118
136,115
137,115
138,120
139,118
140,115
141,115
142,126
143,123
144,120
145,118
146,115
147,115
148,120
149,118
150,115
151,115
152,123
153,120
154,118
155,115
156,115
157,120
158,118
159,115
160,115
161,129
162,126
163,123
164,120
165,123
166,120
167,123
168,120
169,118
170,115
171,112
172,109
173,109
174,106
175,109
176,106
177,115
178,112
179,109
180,109
181,106
182,104
183,101
184,99
185,96
186,94
187,91
188,90
189,87
190,84
191,81
192,87
193,84
194,81
195,87
196,84
197,87
198,84
199,81
200,91
201,101
202,115
203,120
204,118
205,115
206,112
207,109
208,109
209,106
210,109
211,106
212,115
213,112
214,109
215,109
216,106
217,104
218,101
219,99
220,96
221,94
222,91
223,90
224,87
225,84
226,81
227,87
228,84
229,81
230,87
231,84
232,87
233,84
234,81
235,91
236,101
237,115
238,126
239,123
240,120
241,123
242,120
243,123
244,120
245,118
246,115
247,112
248,109
249,109
250,106
251,104
252,101
253,99
254,96
255,94
256,91
257,90
258,87
259,84
260,81
261,87
262,84
263,81
264,87
265,84
266,87
267,84
268,81
269,91
270,101
271,115
272,112
273,109
274,109
275,106
276,109
277,106
278,115
279,120
280,118
281,115
282,112
283,109
284,109
285,106
286,104
287,101
288,99
289,96
290,94
291,91
292,90
293,87
294,84
295,81
296,87
297,84
298,81
299,87
300,84
301,87
302,84
303,81
304,91
305,101
306,115
307,112
308,109
309,109
310,106
311,109
312,106
313,115
314,132
315,129
316,126
317,123
318,120
319,129
320,126
321,123
322,120
323,129
324,126
325,123
326,120
327,123
328,120
329,126
330,123
331,120
332,123
333,120
334,135
335,132
336,129
337,129
338,126
339,123
340,120
341,129
342,126
343,123
344,123
345,120
346,132
347,129
348,126
349,123
350,120
351,123
352,120
353,118
354,115
355,112
356,109
357,109
358,106
359,109
360,106
361,104
362,101
363,101
364,99
365,96
366,94
367,91
368,90
369,87
370,84
371,81
372,87
373,84
374,87
375,84
376,81
377,91
378,115
379,120
380,118
381,115
382,112
383,109
384,109
385,106
386,109
387,106
388,104
389,101
390,101
391,99
392,96
393,94
394,91
395,90
396,87
397,84
398,81
399,87
400,84
401,87
402,84
403,81
404,91
405,115
406,129
407,126
408,123
409,120
410,123
411,120
412,118
413,115
414,112
415,109
416,109
417,109
418,115
419,112
420,109
421,109
422,109
423,120
424,118
425,115
426,112
427,109
428,109
429,109
430,115
431,112
432,109
433,109
434,109
435,129
436,126
437,123
438,120
439,118
440,115
441,115
442,112
443,109
444,106
445,109
446,106
447,104
448,101
449,101
450,99
451,96
452,94
453,91
454,90
455,87
456,84
457,81
458,78
459,75
460,73
461,70
462,67
463,64
464,61
465,58
466,58
467,55
468,64
469,61
470,58
471,67
472,64
473,61
474,58
475,58
476,55
477,53
478,50
479,50
480,47
481,45
482,42
483,40
484,39
485,36
486,34
487,31
488,28
489,25
490,28
491,36
492,34
493,31
494,28
495,31
496,28
497,25
498,64
499,61
500,58
501,70
502,67
503,64
504,61
505,58
506,55
507,53
508,50
509,50
510,58
511,55
512,55
513,58
514,55
515,53
516,50
517,50
518,61
519,58
520,58
521,55
522,64
523,61
524,58
525,55
526,58
527,61
528,58
529,70
530,67
531,64
532,61
533,58
534,55
535,53
536,50
537,50
538,58
539,55
540,55
541,58
542,55
543,53
544,50
545,50
546,61
547,58
548,58
549,55
550,64
551,61
552,58
553,55
554,58
555,61
556,58
557,75
558,84
559,81
560,78
561,75
562,73
563,70
564,67
565,64
566,61
567,58
568,64
569,61
570,58
571,67
572,64
573,61
574,58
575,64
576,61
577,58
578,70
579,67
580,64
581,61
582,58
583,58
584,64
585,61
586,58
587,58
588,70
589,67
590,64
591,61
592,58
593,58
594,64
595,61
596,58
597,58
598,75
599,87
600,84
601,81
602,78
603,75
604,84
605,81
606,78
607,75
608,87
609,84
610,81
611,91
612,120
613,118
614,115
615,115
616,112
617,109
618,106
619,109
620,106
621,104
622,101
623,101
624,99
625,96
626,94
627,91
628,90
629,87
630,84
631,81
632,78
633,75
634,73
635,70
636,67
637,64
638,61
639,58
640,55
641,58
642,55
643,64
644,61
645,58
646,67
647,64
648,61
649,58
650,55
651,53
652,50
653,50
654,47
655,45
656,42
657,40
658,39
659,36
660,34
661,31
662,28
663,25
664,25
665,28
666,25
667,23
668,20
669,18
670,36
671,34
672,31
673,28
674,25
675,23
676,20
677,31
678,28
679,25
680,25
681,58
682,55
683,53
684,50
685,50
686,47
687,45
688,42
689,40
690,39
691,36
692,34
693,31
694,28
695,25
696,28
697,36
698,34
699,31
700,28
701,31
702,28
703,25
704,64
705,61
706,58
707,70
708,67
709,64
710,61
711,58
712,55
713,53
714,50
715,50
716,58
717,55
718,53
719,50
720,50
721,58
722,55
723,55
724,61
725,58
726,55
727,58
728,55
729,64
730,61
731,58
732,58
733,55
734,61
735,58
736,70
737,67
738,64
739,61
740,58
741,55
742,53
743,50
744,50
745,58
746,55
747,53
748,50
749,50
750,58
751,55
752,55
753,61
754,58
755,55
756,58
757,55
758,64
759,61
760,58
761,58
762,55
763,61
764,58
765,75
766,84
767,81
768,78
769,75
770,73
771,70
772,67
773,64
774,61
775,58
776,64
777,61
778,58
779,67
780,64
781,61
782,58
783,64
784,61
785,58
786,70
787,67
788,64
789,61
790,58
791,55
792,58
793,64
794,61
795,58
796,55
797,58
798,70
799,67
800,64
801,61
802,58
803,55
804,58
805,64
806,61
807,58
808,55
809,58
810,75
811,87
812,84
813,81
814,78
815,75
816,84
817,81
818,78
819,75
820,87
821,84
822,81
823,91
824,123
825,120
826,118
827,115
828,115
829,112
830,109
831,106
832,109
833,106
834,104
835,101
836,101
837,99
838,96
