n_decisions,cost
1,141
2,138
3,135
4,132
5,129
6,126
7,132
8,129
9,126
10,124
11,121
12,118
13,115
14,112
15,112
16,109
17,107
18,104
19,101
20,101
21,99
22,96
23,94
24,91
25,88
26,88
27,87
28,84
29,81
30,78
31,75
32,72
33,70
34,72
35,70
36,75
37,72
38,70
39,84
40,81
41,78
42,75
43,72
44,81
45,78
46,75
47,72
48,70
49,72
50,70
51,75
52,72
53,70
54,72
55,70
56,84
57,81
58,78
59,75
60,72
61,75
62,81
63,78
64,75
65,72
66,70
67,75
68,72
69,70
70,72
71,70
72,75
73,72
74,70
75,91
76,88
77,87
78,84
79,81
80,78
81,75
82,72
83,70
84,72
85,70
86,75
87,72
88,70
89,84
90,81
91,78
92,75
93,72
94,81
95,78
96,75
97,72
98,70
99,72
100,70
101,75
102,72
103,70
104,84
105,81
106,78
107,75
108,72
109,75
110,81
111,78
112,75
113,72
114,70
115,75
116,72
117,70
118,75
119,88
120,87
121,84
122,81
123,78
124,75
125,72
126,70
127,72
128,70
129,75
130,72
131,70
132,84
133,81
134,78
135,75
136,72
137,81
138,78
139,75
140,72
141,70
142,72
143,70
144,75
145,72
146,70
147,72
148,84
149,81
150,78
151,75
152,72
153,75
154,81
155,78
156,75
157,72
158,70
159,75
160,72
161,70
162,72
163,75
164,72
165,70
166,104
167,101
168,101
169,99
170,96
171,94
172,91
173,88
174,88
175,87
176,84
177,81
178,78
179,75
180,72
181,70
182,67
183,64
184,61
185,72
186,70
187,67
188,64
189,61
190,75
191,72
192,70
193,67
194,64
195,61
196,59
197,56
198,54
199,51
200,48
201,46
202,45
203,42
204,40
205,37
206,34
207,31
208,31
209,28
210,25
211,23
212,21
213,19
214,37
215,34
216,31
217,28
218,25
219,23
220,21
221,19
222,51
223,61
224,59
225,56
226,54
227,51
228,48
229,46
230,45
231,42
232,40
233,37
234,34
235,31
236,31
237,28
238,25
239,25
240,37
241,34
242,31
243,28
244,25
245,25
246,51
247,84
248,81
249,78
250,75
251,72
252,81
253,78
254,75
255,72
256,70
257,67
258,64
259,72
260,70
261,67
262,64
263,75
264,72
265,70
266,67
267,64
268,61
269,59
270,56
271,54
272,51
273,48
274,46
275,45
276,42
277,40
278,37
279,34
280,31
281,31
282,28
283,25
284,23
285,21
286,19
287,37
288,34
289,31
290,28
291,25
292,23
293,21
294,19
295,51
296,72
297,70
298,67
299,64
300,61
301,59
302,56
303,54
304,51
305,48
306,46
307,45
308,42
309,40
310,37
311,34
312,31
313,31
314,28
315,25
316,25
317,37
318,34
319,31
320,28
321,25
322,25
323,51
324,84
325,81
326,78
327,75
328,72
329,75
330,81
331,78
332,75
333,72
334,70
335,67
336,64
337,64
338,61
339,75
340,72
341,70
342,67
343,64
344,64
345,72
346,70
347,67
348,64
349,64
350,75
351,72
352,70
353,67
354,64
355,61
356,64
357,61
358,91
359,88
360,87
361,84
362,81
363,78
364,75
365,72
366,70
367,67
368,64
369,72
370,70
371,67
372,64
373,75
374,72
375,70
376,67
377,64
378,61
379,59
380,56
381,54
382,51
383,48
384,46
385,45
386,42
387,40
388,37
389,34
390,31
391,28
392,25
393,23
394,21
395,19
396,31
397,28
398,25
399,25
400,37
401,34
402,31
403,28
404,25
405,28
406,25
407,51
408,84
409,81
410,78
411,75
412,72
413,81
414,78
415,75
416,72
417,70
418,67
419,64
420,72
421,70
422,67
423,64
424,75
425,72
426,70
427,67
428,64
429,61
430,59
431,56
432,54
433,51
434,48
435,46
436,45
437,42
438,40
439,37
440,34
441,31
442,28
443,25
444,23
445,21
446,19
447,31
448,28
449,25
450,25
451,37
452,34
453,31
454,28
455,25
456,28
457,25
458,51
459,84
460,81
461,78
462,75
463,72
464,75
465,81
466,78
467,75
468,72
469,70
470,67
471,64
472,64
473,75
474,72
475,70
476,67
477,64
478,64
479,75
480,88
481,87
482,84
483,81
484,78
485,75
486,72
487,70
488,67
489,64
490,61
491,72
492,70
493,67
494,64
495,61
496,75
497,72
498,70
499,67
500,64
501,61
502,59
503,56
504,54
505,51
506,48
507,46
508,45
509,42
510,40
511,37
512,34
513,31
514,28
515,25
516,23
517,21
518,19
519,31
520,28
521,25
522,25
523,37
524,34
525,31
526,28
527,25
528,28
529,25
530,51
531,61
532,84
533,81
534,78
535,75
536,72
537,81
538,78
539,75
540,72
541,70
542,67
543,64
544,72
545,70
546,67
547,64
548,75
549,72
550,70
551,67
552,64
553,61
554,59
555,56
556,54
557,51
558,48
559,46
560,45
561,42
562,40
563,37
564,34
565,31
566,28
567,25
568,25
569,31
570,28
571,25
572,25
573,37
574,34
575,31
576,28
577,25
578,28
579,25
580,51
581,72
582,84
583,81
584,78
585,75
586,72
587,75
588,81
589,78
590,75
591,72
592,70
593,67
594,64
595,64
596,61
597,75
598,72
599,70
600,67
601,64
602,64
603,72
604,75
605,72
606,70
607,67
608,64
609,61
610,64
611,61
612,104
613,101
614,99
615,96
616,94
617,91
618,88
619,88
620,87
621,84
622,81
623,78
624,75
625,72
626,70
627,67
628,64
629,61
630,72
631,70
632,67
633,64
634,61
635,75
636,72
637,70
638,67
639,64
640,61
641,59
642,56
643,56
644,54
645,51
646,48
647,46
648,45
649,42
650,40
651,37
652,34
653,31
654,28
655,25
656,23
657,21
658,19
659,34
660,31
661,37
662,34
663,31
664,28
665,25
666,23
667,21
668,19
669,51
670,61
671,59
672,56
673,56
674,54
675,51
676,48
677,46
678,45
679,42
680,40
681,37
682,34
683,31
684,28
685,25
686,25
687,34
688,31
689,37
690,34
691,31
692,28
693,25
694,25
695,51
696,84
697,81
698,78
699,75
700,72
701,81
702,78
703,75
704,72
705,70
706,67
707,64
708,72
709,70
710,67
711,64
712,75
713,72
714,70
715,67
716,64
717,61
718,59
719,56
720,56
721,54
722,51
723,48
724,46
725,45
726,42
727,40
728,37
729,34
730,31
731,28
732,25
733,23
734,21
735,19
736,34
737,31
738,37
739,34
740,31
741,28
742,25
743,23
744,21
745,19
746,51
747,72
748,70
749,67
750,64
751,61
752,59
753,56
754,56
755,54
756,51
757,48
758,46
759,45
760,42
761,40
762,37
763,34
764,31
765,28
766,25
767,25
768,34
769,31
770,37
771,34
772,31
773,28
774,25
775,25
776,51
777,84
778,81
779,78
780,75
781,72
782,75
783,81
784,78
785,75
786,72
787,70
788,67
789,64
790,64
791,61
792,75
793,72
794,70
795,67
796,64
797,64
798,72
799,70
800,67
801,64
802,64
803,75
804,72
805,70
806,67
807,64
808,61
809,64
810,61
811,91
812,88
813,87
814,84
815,81
816,78
817,75
818,72
819,70
820,67
821,64
822,72
823,70
824,67
825,64
826,75
827,72
828,70
829,67
830,64
831,61
832,59
833,56
834,56
835,54
836,51
837,48
838,46
839,45
840,42
841,40
842,37
843,34
844,31
845,28
846,25
847,28
848,25
849,34
850,31
851,28
852,25
853,23
854,21
855,19
856,37
857,34
858,31
859,28
860,25
861,28
862,25
863,51
864,84
865,81
866,78
867,75
868,72
869,81
870,78
871,75
872,72
873,70
874,67
875,64
876,72
877,70
878,67
879,64
880,75
881,72
882,70
883,67
884,64
885,61
886,59
887,56
888,56
889,54
890,51
891,48
892,46
893,45
894,42
895,40
896,37
897,34
898,31
899,28
900,25
901,28
