n_decisions,cost
0,129
2,126
4,123
6,120
8,117
10,114
12,112
14,109
16,106
18,103
20,100
22,109
24,106
26,103
28,100
30,109
32,106
34,103
36,100
38,106
40,103
42,103
44,100
46,114
48,112
50,109
52,106
54,103
56,100
58,109
60,106
62,103
64,100
66,109
68,106
70,103
72,100
74,106
76,103
78,103
80,100
82,120
84,117
86,114
88,112
90,109
92,106
94,103
96,100
98,109
100,106
102,103
104,100
106,109
108,106
110,103
112,100
114,106
116,103
118,103
120,100
122,114
124,112
126,109
128,106
130,103
132,100
134,109
136,106
138,103
140,100
142,109
144,106
146,103
148,100
150,106
152,103
154,103
156,100
158,123
160,120
162,117
164,114
166,112
168,109
170,106
172,103
174,100
176,106
178,103
180,100
182,109
184,106
186,103
188,103
190,106
192,103
194,100
196,109
198,106
200,103
202,100
204,106
206,106
208,103
210,100
212,114
214,112
216,109
218,106
220,103
222,100
224,106
226,103
228,100
230,109
232,106
234,103
236,103
238,106
240,103
242,100
244,109
246,106
248,103
250,100
252,106
254,106
256,103
258,100
260,117
262,114
264,112
266,109
268,106
270,106
272,103
274,100
276,109
278,106
280,103
282,100
284,106
286,103
288,100
290,109
292,106
294,103
296,100
298,106
300,103
302,100
304,106
306,103
308,103
310,114
312,112
314,109
316,106
318,106
320,103
322,100
324,109
326,106
328,103
330,100
332,106
334,103
336,100
338,109
340,106
342,103
344,100
346,106
348,103
350,100
352,106
354,103
356,103
358,120
360,117
362,114
364,112
366,109
368,106
370,103
372,100
374,106
376,109
378,106
380,103
382,100
384,106
386,109
388,106
390,103
392,103
394,106
396,103
398,100
400,106
402,103
404,100
406,117
408,114
410,112
412,109
414,106
416,106
418,103
420,100
422,109
424,106
426,103
428,100
430,106
432,103
434,100
436,109
438,106
440,103
442,100
444,106
446,103
448,100
450,106
452,103
454,103
456,114
458,112
460,109
462,106
464,106
466,103
468,100
470,109
472,106
474,103
476,100
478,106
480,103
482,100
484,109
486,106
488,103
490,100
492,106
494,103
496,100
498,106
500,103
502,103
504,123
506,120
508,117
510,114
512,112
514,109
516,106
518,103
520,100
522,109
524,106
526,103
528,100
530,103
532,106
534,103
536,100
538,114
540,112
542,109
544,106
546,103
548,100
550,109
552,106
554,103
556,100
558,103
560,106
562,103
564,100
566,126
568,123
570,120
572,117
574,114
576,112
578,109
580,106
582,103
584,100
586,103
588,100
590,100
592,98
594,95
596,93
598,90
600,87
602,90
604,87
606,85
608,82
610,81
612,78
614,75
616,72
618,69
620,67
622,64
624,61
626,58
628,55
630,52
632,55
634,58
636,55
638,72
640,69
642,90
644,95
646,106
648,103
650,103
652,100
654,103
656,100
658,109
660,106
662,103
664,100
666,103
668,100
670,100
672,98
674,95
676,93
678,90
680,87
682,90
684,87
686,85
688,82
690,81
692,78
694,75
696,72
698,69
700,67
702,64
704,64
706,61
708,58
710,55
712,52
714,55
716,58
718,55
720,72
722,69
724,90
726,95
728,106
730,103
732,103
734,100
736,109
738,106
740,103
742,103
744,100
746,103
748,100
750,106
752,103
754,103
756,100
758,109
760,106
762,103
764,100
766,103
768,100
770,100
772,98
774,95
776,95
778,93
780,90
782,87
784,85
786,82
788,81
790,78
792,75
794,72
796,69
798,67
800,64
802,64
804,72
806,69
808,87
810,85
812,82
814,81
816,78
818,75
820,72
822,69
824,67
826,64
828,64
830,75
832,72
834,69
836,90
838,87
840,85
842,82
844,81
846,78
848,75
850,72
852,69
854,67
856,64
858,64
860,72
862,69
864,75
866,72
868,69
870,90
872,87
874,85
876,82
878,81
880,78
882,75
884,72
886,69
888,67
890,64
892,64
894,72
896,69
898,106
900,103
902,100
904,106
906,103
908,103
910,100
912,114
914,112
916,109
918,106
920,103
922,100
924,103
926,100
928,100
930,98
932,95
934,93
936,90
938,87
940,90
942,87
944,85
946,82
948,81
950,78
952,75
954,72
956,69
958,67
960,64
962,61
964,58
966,55
968,52
970,55
972,58
974,55
976,72
978,69
980,67
982,64
984,61
986,58
988,55
990,90
992,95
994,106
996,103
998,103
1000,100
1002,103
1004,100
1006,109
1008,106
1010,103
1012,100
1014,103
1016,100
1018,100
1020,98
1022,95
1024,93
1026,90
1028,87
1030,90
1032,87
1034,85
1036,82
1038,81
1040,78
1042,75
1044,72
1046,69
1048,67
1050,64
1052,64
1054,61
1056,58
1058,55
1060,52
1062,55
1064,58
1066,55
1068,72
1070,69
1072,67
1074,64
1076,64
1078,61
1080,58
1082,55
1084,90
1086,95
1088,106
1090,103
1092,103
1094,100
1096,109
1098,106
1100,103
1102,103
1104,100
1106,103
1108,100
1110,106
1112,103
1114,103
1116,100
1118,109
1120,106
1122,103
1124,100
1126,103
1128,100
1130,100
1132,98
1134,95
1136,95
1138,93
1140,90
1142,87
1144,85
1146,82
1148,81
1150,78
1152,75
1154,72
1156,69
1158,67
1160,64
1162,64
1164,72
1166,69
1168,67
1170,64
1172,64
1174,87
1176,85
1178,82
1180,81
1182,78
1184,75
1186,72
1188,69
1190,67
1192,64
1194,64
1196,75
1198,72
1200,69
1202,90
1204,87
1206,85
1208,82
1210,81
1212,78
1214,75
1216,72
1218,69
1220,67
1222,64
1224,64
1226,72
1228,69
1230,67
1232,64
1234,64
1236,75
1238,72
1240,69
1242,90
1244,87
1246,85
1248,82
1250,81
1252,78
1254,75
1256,72
1258,69
1260,67
1262,64
1264,64
1266,72
1268,69
1270,67
1272,64
1274,64
1276,106
1278,103
1280,100
1282,106
1284,103
1286,103
1288,100
1290,117
1292,114
1294,112
1296,109
1298,106
1300,103
1302,100
1304,103
1306,100
1308,98
1310,95
1312,93
1314,90
1316,87
1318,90
1320,87
1322,85
1324,82
1326,81
1328,78
1330,75
1332,72
1334,72
1336,90
1338,95
1340,100
1342,98
1344,95
1346,93
1348,90
1350,87
1352,90
1354,87
1356,85
1358,82
1360,81
1362,78
1364,75
1366,72
1368,69
1370,67
1372,64
1374,61
1376,58
1378,55
1380,58
1382,55
1384,55
1386,72
1388,69
1390,90
1392,95
1394,106
1396,103
1398,100
1400,103
1402,100
1404,98
1406,95
1408,93
1410,90
1412,87
1414,85
1416,82
1418,81
1420,78
1422,75
1424,72
1426,75
1428,72
1430,87
1432,85
1434,82
1436,81
1438,78
1440,75
1442,72
1444,72
1446,90
1448,87
1450,85
1452,82
1454,81
1456,78
1458,75
1460,72
1462,72
1464,90
1466,87
1468,85
1470,82
1472,81
1474,78
1476,75
1478,72
1480,72
1482,75
1484,72
1486,95
1488,93
1490,90
1492,87
1494,85
1496,82
1498,81
1500,78
1502,75
1504,72
1506,75
1508,72
1510,87
1512,85
1514,82
1516,81
1518,78
1520,75
1522,72
1524,72
1526,90
1528,87
1530,85
1532,82
1534,81
1536,78
1538,75
1540,72
1542,72
1544,90
1546,87
1548,85
1550,82
1552,81
1554,78
1556,75
1558,72
1560,72
1562,75
1564,72
1566,100
1568,98
1570,95
1572,93
1574,90
1576,87
1578,85
1580,82
1582,81
1584,78
1586,75
1588,72
1590,69
1592,67
1594,64
1596,64
1598,61
1600,58
1602,58
1604,55
1606,58
1608,55
1610,75
1612,72
1614,69
1616,87
1618,85
1620,82
1622,81
1624,78
1626,75
1628,72
1630,69
1632,67
1634,64
1636,64
1638,61
1640,58
1642,55
1644,58
1646,58
1648,55
1650,72
1652,69
1654,90
1656,87
1658,85
1660,82
1662,81
1664,78
1666,75
1668,72
1670,69
1672,67
1674,64
1676,64
1678,61
1680,58
1682,55
1684,58
1686,55
1688,55
1690,72
1692,69
1694,90
1696,87
1698,85
1700,82
1702,81
1704,78
1706,75
1708,72
1710,69
1712,67
1714,64
1716,64
1718,61
1720,58
1722,55
1724,58
1726,55
1728,55
1730,72
1732,69
1734,75
1736,72
1738,69
1740,95
1742,93
1744,90
1746,87
1748,85
1750,82
1752,81
1754,78
1756,75
1758,72
1760,69
1762,67
1764,64
1766,64
1768,75
1770,72
1772,69
1774,87
1776,85
1778,82
1780,81
1782,78
1784,75
1786,72
1788,69
1790,67
1792,64
1794,64
1796,72
1798,69
1800,90
1802,87
1804,85
1806,82
1808,81
1810,78
1812,75
1814,72
1816,69
1818,67
1820,64
1822,64
1824,72
1826,69
1828,90
1830,87
1832,85
1834,82
1836,81
1838,78
1840,75
1842,72
1844,69
1846,67
1848,64
1850,64
1852,72
1854,69
1856,75
1858,72
1860,69
1862,109
1864,106
1866,103
1868,100
1870,103
1872,100
1874,98
1876,95
1878,93
1880,90
1882,87
1884,90
1886,87
1888,85
1890,82
1892,81
1894,78
1896,75
1898,72
1900,72
1902,90
1904,95
1906,100
1908,98
1910,95
1912,93
1914,90
1916,87
1918,90
1920,87
1922,85
1924,82
1926,81
1928,78
1930,75
1932,72
1934,69
1936,67
1938,64
1940,64
1942,61
1944,58
1946,55
1948,58
1950,55
1952,55
1954,72
1956,69
1958,90
1960,95
1962,106
1964,103
1966,100
1968,109
1970,106
1972,103
1974,100
1976,103
1978,100
1980,98
1982,95
1984,93
1986,90
1988,87
1990,85
1992,82
1994,81
1996,78
1998,75
2000,72
2002,75
2004,72
2006,87
2008,85
2010,82
2012,81
2014,78
2016,75
2018,72
2020,72
2022,90
2024,87
2026,85
2028,82
2030,81
2032,78
2034,75
2036,72
2038,72
2040,90
2042,87
2044,85
2046,82
2048,81
2050,78
2052,75
2054,72
2056,72
2058,75
2060,72
2062,95
2064,93
2066,90
2068,87
2070,85
2072,82
2074,81
2076,78
2078,75
2080,72
2082,75
2084,72
2086,87
2088,85
2090,82
2092,81
2094,78
2096,75
2098,72
2100,72
2102,90
2104,87
2106,85
2108,82
2110,81
2112,78
2114,75
2116,72
2118,72
2120,90
2122,87
2124,85
2126,82
2128,81
2130,78
2132,75
2134,72
2136,72
2138,75
2140,72
2142,100
2144,98
2146,95
2148,93
2150,90
2152,87
2154,85
2156,82
2158,81
2160,78
2162,75
2164,72
2166,69
2168,67
2170,64
2172,64
2174,61
2176,58
2178,58
2180,55
2182,58
2184,55
2186,75
2188,72
2190,69
2192,87
2194,85
2196,82
2198,81
2200,78
2202,75
2204,72
2206,69
2208,67
2210,64
2212,64
2214,61
2216,58
2218,55
2220,58
2222,58
2224,55
2226,72
2228,69
2230,90
2232,87
2234,85
2236,82
2238,81
2240,78
2242,75
2244,72
2246,69
2248,67
2250,64
2252,64
2254,61
2256,58
2258,55
2260,58
2262,55
2264,55
2266,72
2268,69
2270,90
2272,87
2274,85
2276,82
2278,81
2280,78
2282,75
2284,72
2286,69
2288,67
2290,64
2292,64
2294,61
2296,58
2298,55
2300,58
2302,55
2304,55
2306,72
2308,69
2310,75
2312,72
2314,69
2316,95
2318,93
2320,90
2322,87
2324,85
2326,82
2328,81
2330,78
2332,75
2334,72
2336,69
2338,67
2340,64
2342,64
2344,75
2346,72
2348,69
2350,87
2352,85
2354,82
2356,81
2358,78
2360,75
2362,72
2364,69
2366,67
2368,64
2370,64
2372,72
2374,69
2376,90
2378,87
2380,85
2382,82
2384,81
2386,78
2388,75
2390,72
2392,69
2394,67
2396,64
2398,64
2400,72
2402,69
2404,90
2406,87
2408,85
2410,82
2412,81
