n_decisions,cost
0,126
1,123
2,120
3,117
4,114
5,112
6,109
7,106
8,103
9,100
10,109
11,106
12,103
13,100
14,109
15,106
16,103
17,100
18,106
19,103
20,103
21,100
22,114
23,112
24,109
25,106
26,103
27,100
28,109
29,106
30,103
31,100
32,109
33,106
34,103
35,100
36,106
37,103
38,103
39,100
40,120
41,117
42,114
43,112
44,109
45,106
46,103
47,100
48,109
49,106
50,103
51,100
52,109
53,106
54,103
55,100
56,106
57,103
58,103
59,100
60,114
61,112
62,109
63,106
64,103
65,100
66,109
67,106
68,103
69,100
70,109
71,106
72,103
73,100
74,106
75,103
76,103
77,100
78,123
79,120
80,117
81,114
82,112
83,109
84,106
85,103
86,100
87,106
88,103
89,100
90,109
91,106
92,103
93,103
94,106
95,103
96,100
97,109
98,106
99,103
100,100
101,106
102,106
103,103
104,100
105,114
106,112
107,109
108,106
109,103
110,100
111,106
112,103
113,100
114,109
115,106
116,103
117,103
118,106
119,103
120,100
121,109
122,106
123,103
124,100
125,106
126,106
127,103
128,100
129,117
130,114
131,112
132,109
133,106
134,106
135,103
136,100
137,109
138,106
139,103
140,100
141,106
142,103
143,100
144,109
145,106
146,103
147,100
148,106
149,103
150,100
151,106
152,103
153,103
154,114
155,112
156,109
157,106
158,106
159,103
160,100
161,109
162,106
163,103
164,100
165,106
166,103
167,100
168,109
169,106
170,103
171,100
172,106
173,103
174,100
175,106
176,103
177,103
178,120
179,117
180,114
181,112
182,109
183,106
184,103
185,100
186,106
187,109
188,106
189,103
190,100
191,106
192,109
193,106
194,103
195,103
196,106
197,103
198,100
199,106
200,103
201,100
202,117
203,114
204,112
205,109
206,106
207,106
208,103
209,100
210,109
211,106
212,103
213,100
214,106
215,103
216,100
217,109
218,106
219,103
220,100
221,106
222,103
223,100
224,106
225,103
226,103
227,114
228,112
229,109
230,106
231,106
232,103
233,100
234,109
235,106
236,103
237,100
238,106
239,103
240,100
241,109
242,106
243,103
244,100
245,106
246,103
247,100
248,106
249,103
250,103
251,123
252,120
253,117
254,114
255,112
256,109
257,106
258,103
259,100
260,109
261,106
262,103
263,100
264,103
265,106
266,103
267,100
268,114
269,112
270,109
271,106
272,103
273,100
274,109
275,106
276,103
277,100
278,103
279,106
280,103
281,100
282,126
283,123
284,120
285,117
286,114
287,112
288,109
289,106
290,103
291,100
292,103
293,100
294,100
295,98
296,95
297,93
298,90
299,87
300,90
301,87
302,85
303,82
304,81
305,78
306,75
307,72
308,69
309,67
310,64
311,61
312,58
313,55
314,52
315,55
316,58
317,55
318,72
319,69
320,90
321,95
322,106
323,103
324,103
325,100
326,103
327,100
328,109
329,106
330,103
331,100
332,103
333,100
334,100
335,98
336,95
337,93
338,90
339,87
340,90
341,87
342,85
343,82
344,81
345,78
346,75
347,72
348,69
349,67
350,64
351,64
352,61
353,58
354,55
355,52
356,55
357,58
358,55
359,72
360,69
361,90
362,95
363,106
364,103
365,103
366,100
367,109
368,106
369,103
370,103
371,100
372,103
373,100
374,106
375,103
376,103
377,100
378,109
379,106
380,103
381,100
382,103
383,100
384,100
385,98
386,95
387,95
388,93
389,90
390,87
391,85
392,82
393,81
394,78
395,75
396,72
397,69
398,67
399,64
400,64
401,72
402,69
403,87
404,85
405,82
406,81
407,78
408,75
409,72
410,69
411,67
412,64
413,64
414,75
415,72
416,69
417,90
418,87
419,85
420,82
421,81
422,78
423,75
424,72
425,69
426,67
427,64
428,64
429,72
430,69
431,75
432,72
433,69
434,90
435,87
436,85
437,82
438,81
439,78
440,75
441,72
442,69
443,67
444,64
445,64
446,72
447,69
448,106
449,103
450,100
451,106
452,103
453,103
454,100
455,114
456,112
457,109
458,106
459,103
460,100
461,103
462,100
463,100
464,98
465,95
466,93
467,90
468,87
469,90
470,87
471,85
472,82
473,81
474,78
475,75
476,72
477,69
478,67
479,64
480,61
481,58
482,55
483,52
484,55
485,58
486,55
487,72
488,69
489,67
490,64
491,61
492,58
493,55
494,90
495,95
496,106
497,103
498,103
499,100
500,103
501,100
502,109
503,106
504,103
505,100
506,103
507,100
508,100
509,98
510,95
511,93
512,90
513,87
514,90
515,87
516,85
517,82
518,81
519,78
520,75
521,72
522,69
523,67
524,64
525,64
526,61
527,58
528,55
529,52
530,55
531,58
532,55
533,72
534,69
535,67
