n_decisions,cost
0,114
1,111
2,108
3,105
4,102
5,102
6,100
7,97
8,108
9,105
10,102
11,100
12,97
13,94
14,91
15,89
16,86
17,83
18,81
19,78
20,75
21,75
22,73
23,78
24,75
25,73
26,78
27,75
28,73
29,86
30,83
31,102
32,100
33,97
34,94
35,91
36,89
37,86
38,83
39,81
40,78
41,75
42,75
43,73
44,78
45,75
46,73
47,78
48,75
49,73
50,86
51,83
52,105
53,102
54,100
55,97
56,94
57,91
58,89
59,86
60,83
61,81
62,78
63,75
64,75
65,73
66,78
67,75
68,73
69,78
70,75
71,73
72,86
73,83
74,102
75,100
76,97
77,94
78,91
79,89
80,86
81,83
82,81
83,78
84,75
85,75
86,73
87,78
88,75
89,73
90,78
91,75
92,73
93,86
94,83
95,108
96,105
97,102
98,102
99,100
100,97
101,94
102,91
103,89
104,86
105,83
106,81
107,78
108,75
109,75
110,73
111,72
112,69
113,66
114,63
115,61
116,58
117,55
118,52
119,49
120,46
121,49
122,46
123,46
124,44
125,41
126,39
127,37
128,36
129,33
130,30
131,27
132,24
133,22
134,19
135,19
136,24
137,22
138,19
139,17
140,15
141,13
142,10
143,8
144,6
145,4
146,3
147,2
148,0
149,0
